GAMES_IN_5_DAYS_HOME,GAMES_IN_5_DAYS_VISITOR,Rating_home_coach,Rating_visitor_coach,o_fgm_past_season_team_home,o_fga_past_season_team_home,o_ftm_past_season_team_home,o_fta_past_season_team_home,o_oreb_past_season_team_home,o_dreb_past_season_team_home,o_reb_past_season_team_home,o_asts_past_season_team_home,o_pf_past_season_team_home,o_stl_past_season_team_home,o_to_past_season_team_home,o_blk_past_season_team_home,o_3pm_past_season_team_home,o_3pa_past_season_team_home,o_pts_past_season_team_home,pace_past_season_team_home,won_past_season_team_home,lost_past_season_team_home,o_fgm_past_season_team_visitor,o_fga_past_season_team_visitor,o_ftm_past_season_team_visitor,o_fta_past_season_team_visitor,o_oreb_past_season_team_visitor,o_dreb_past_season_team_visitor,o_reb_past_season_team_visitor,o_asts_past_season_team_visitor,o_pf_past_season_team_visitor,o_stl_past_season_team_visitor,o_to_past_season_team_visitor,o_blk_past_season_team_visitor,o_3pm_past_season_team_visitor,o_3pa_past_season_team_visitor,o_pts_past_season_team_visitor,pace_past_season_team_visitor,won_past_season_team_visitor,lost_past_season_team_visitor,p_pts_past_season_player_home,p_oreb_past_season_player_home,p_dreb_past_season_player_home,p_reb_past_season_player_home,p_asts_past_season_player_home,p_stl_past_season_player_home,p_blk_past_season_player_home,p_turnover_past_season_player_home,p_pf_past_season_player_home,p_fga_past_season_player_home,p_fgm_past_season_player_home,p_fta_past_season_player_home,p_ftm_past_season_player_home,p_tpa_past_season_player_home,p_tpm_past_season_player_home,p_pts_past_season_player_visitor,p_oreb_past_season_player_visitor,p_dreb_past_season_player_visitor,p_reb_past_season_player_visitor,p_asts_past_season_player_visitor,p_stl_past_season_player_visitor,p_blk_past_season_player_visitor,p_turnover_past_season_player_visitor,p_pf_past_season_player_visitor,p_fga_past_season_player_visitor,p_fgm_past_season_player_visitor,p_fta_past_season_player_visitor,p_ftm_past_season_player_visitor,p_tpa_past_season_player_visitor,p_tpm_past_season_player_visitor,AVG_POINTS_IN_10_DAYS_VISITOR,AVG_POINTS_IN_10_DAYS_HOME,AVG_FGP_IN_10_DAYS_VISITOR,AVG_FGP_IN_10_DAYS_HOME,AVG_FG3P_IN_10_DAYS_VISITOR,AVG_FG3P_IN_10_DAYS_HOME,AVG_FTP_IN_10_DAYS_VISITOR,AVG_FTP_IN_10_DAYS_HOME,AVG_AST_IN_10_DAYS_VISITOR,AVG_AST_IN_10_DAYS_HOME,AVG_REB_IN_10_DAYS_VISITOR,AVG_REB_IN_10_DAYS_HOME,AVG_POINTS_CURRENT_SEASON_VISITOR,AVG_POINTS_CURRENT_SEASON_HOME,AVG_FGP_CURRENT_SEASON_VISITOR,AVG_FGP_CURRENT_SEASON_HOME,AVG_FG3P_CURRENT_SEASON_VISITOR,AVG_FG3P_CURRENT_SEASON_HOME,AVG_FTP_CURRENT_SEASON_VISITOR,AVG_FTP_CURRENT_SEASON_HOME,AVG_AST_CURRENT_SEASON_VISITOR,AVG_AST_CURRENT_SEASON_HOME,AVG_REB_CURRENT_SEASON_VISITOR,AVG_REB_CURRENT_SEASON_HOME,HOME_TEAM_WINS
0.2,0.2,0.8899286105619082,1.0,0.021660649819494584,0.10986267166042447,0.47593582887700536,0.526246719160105,0.09276018099547512,0.22727272727272727,0.17973856209150327,0.19767441860465115,0.32158590308370044,0.010309278350515464,0.26145038167938933,0.7773722627737226,0.6242424242424243,0.559445178335535,0.3830200907323396,0.0,0.7674418604651163,0.23255813953488372,0.7274368231046932,0.83270911360799,0.48128342245989303,0.6679790026246719,0.5339366515837104,0.5025252525252525,0.6764705882352942,0.6777408637873754,0.5991189427312775,0.29553264604810997,0.46946564885496184,0.7846715328467153,0.5292929292929293,0.4795244385733157,0.8613091380427739,0.7223445840327091,0.7674418604651163,0.23255813953488372,0.4100932994062765,0.5548523206751055,0.7761194029850746,0.7624341720304272,0.36731107205623903,0.15384615384615385,0.5880829015544041,0.4621359223300971,0.5135802469135803,0.4237080578006368,0.375140607424072,0.46194926568758343,0.5063520871143375,0.5554923164484917,0.5288611544461779,0.9925784563189143,0.33544303797468356,0.9440298507462687,0.8332358104154476,1.0,0.9110576923076923,0.43523316062176165,1.0,0.6074074074074074,0.9299534655890277,1.0,1.0,1.0,0.48662492885600456,0.49921996879875197,0.3712121212121212,0.46387832699619774,0.47368421052631593,0.4298780487804875,0.2475,0.45291666666666675,0.26824817518248195,0.4624746450304259,0.497093023255814,0.4358108108108108,0.2727272727272727,0.58,0.7481439177612794,0.6026318952049032,0.6822144185085725,0.5270006506180871,0.3067755689114913,0.3382749326145553,0.3942721150985747,0.6272277933558293,0.6629126213592232,0.6352898134113835,0.349244875943905,0.5222641509433962,1.0
0.2,0.2,0.8899286105619082,1.0,0.021660649819494584,0.10986267166042447,0.47593582887700536,0.526246719160105,0.09276018099547512,0.22727272727272727,0.17973856209150327,0.19767441860465115,0.32158590308370044,0.010309278350515464,0.26145038167938933,0.7773722627737226,0.6242424242424243,0.559445178335535,0.3830200907323396,0.0,0.7674418604651163,0.23255813953488372,0.7274368231046932,0.83270911360799,0.48128342245989303,0.6679790026246719,0.5339366515837104,0.5025252525252525,0.6764705882352942,0.6777408637873754,0.5991189427312775,0.29553264604810997,0.46946564885496184,0.7846715328467153,0.5292929292929293,0.4795244385733157,0.8613091380427739,0.7223445840327091,0.7674418604651163,0.23255813953488372,0.4100932994062765,0.5548523206751055,0.7761194029850746,0.7624341720304272,0.36731107205623903,0.15384615384615385,0.5880829015544041,0.4621359223300971,0.5135802469135803,0.4237080578006368,0.375140607424072,0.46194926568758343,0.5063520871143375,0.5554923164484917,0.5288611544461779,0.9925784563189143,0.33544303797468356,0.9440298507462687,0.8332358104154476,1.0,0.9110576923076923,0.43523316062176165,1.0,0.6074074074074074,0.9299534655890277,1.0,1.0,1.0,0.48662492885600456,0.49921996879875197,0.3737373737373738,0.46641318124207864,0.4649122807017546,0.4254742547425472,0.2811111111111111,0.5738888888888888,0.38442822384428266,0.4681541582150103,0.4767441860465117,0.4594594594594594,0.2727272727272727,0.5733333333333335,0.7512495194156094,0.6029117379435852,0.6834376303712973,0.527234342012667,0.3088321748452468,0.34114386495338883,0.399175268993391,0.628811323017872,0.6631372549019607,0.6373037857802402,0.35049019607843135,0.5215238095238095,1.0
0.4,0.4,0.8899286105619082,1.0,0.021660649819494584,0.10986267166042447,0.47593582887700536,0.526246719160105,0.09276018099547512,0.22727272727272727,0.17973856209150327,0.19767441860465115,0.32158590308370044,0.010309278350515464,0.26145038167938933,0.7773722627737226,0.6242424242424243,0.559445178335535,0.3830200907323396,0.0,0.7674418604651163,0.23255813953488372,0.7274368231046932,0.83270911360799,0.48128342245989303,0.6679790026246719,0.5339366515837104,0.5025252525252525,0.6764705882352942,0.6777408637873754,0.5991189427312775,0.29553264604810997,0.46946564885496184,0.7846715328467153,0.5292929292929293,0.4795244385733157,0.8613091380427739,0.7223445840327091,0.7674418604651163,0.23255813953488372,0.4100932994062765,0.5548523206751055,0.7761194029850746,0.7624341720304272,0.36731107205623903,0.15384615384615385,0.5880829015544041,0.4621359223300971,0.5135802469135803,0.4237080578006368,0.375140607424072,0.46194926568758343,0.5063520871143375,0.5554923164484917,0.5288611544461779,0.9925784563189143,0.33544303797468356,0.9440298507462687,0.8332358104154476,1.0,0.9110576923076923,0.43523316062176165,1.0,0.6074074074074074,0.9299534655890277,1.0,1.0,1.0,0.48662492885600456,0.49921996879875197,0.5151515151515151,0.37008871989860576,0.5570175438596491,0.31842818428184266,0.32444444444444437,0.5594444444444445,0.26845093268450954,0.4949290060851926,0.616279069767442,0.4594594594594594,0.264069264069264,0.5333333333333334,0.7567462628615803,0.6031969622733955,0.6871287128712872,0.5283251231527092,0.31033579548431034,0.3410324243657577,0.401003888689705,0.6300135632629336,0.664950495049505,0.6389036863413595,0.35148514851485146,0.5184615384615384,1.0
0.2,0.2,1.0,0.8899286105619082,0.7274368231046932,0.83270911360799,0.48128342245989303,0.6679790026246719,0.5339366515837104,0.5025252525252525,0.6764705882352942,0.6777408637873754,0.5991189427312775,0.29553264604810997,0.46946564885496184,0.7846715328467153,0.5292929292929293,0.4795244385733157,0.8613091380427739,0.7223445840327091,0.7674418604651163,0.23255813953488372,0.021660649819494584,0.10986267166042447,0.47593582887700536,0.526246719160105,0.09276018099547512,0.22727272727272727,0.17973856209150327,0.19767441860465115,0.32158590308370044,0.010309278350515464,0.26145038167938933,0.7773722627737226,0.6242424242424243,0.559445178335535,0.3830200907323396,0.0,0.7674418604651163,0.23255813953488372,0.9925784563189143,0.33544303797468356,0.9440298507462687,0.8332358104154476,1.0,0.9110576923076923,0.43523316062176165,1.0,0.6074074074074074,0.9299534655890277,1.0,1.0,1.0,0.48662492885600456,0.49921996879875197,0.4100932994062765,0.5548523206751055,0.7761194029850746,0.7624341720304272,0.36731107205623903,0.15384615384615385,0.5880829015544041,0.4621359223300971,0.5135802469135803,0.4237080578006368,0.375140607424072,0.46194926568758343,0.5063520871143375,0.5554923164484917,0.5288611544461779,0.3585858585858587,0.4714828897338403,0.42982456140350883,0.5352303523035231,0.43999999999999984,0.26222222222222225,0.6058394160583943,0.23691683569979732,0.38372093023255816,0.6621621621621621,0.4112554112554113,0.3333333333333334,0.618694079573577,0.7370063694267516,0.5940508159471184,0.6367487684729061,0.3380592798068525,0.3095590828924163,0.5928279741460909,0.4583879093198993,0.5433009708737865,0.780775623268698,0.3592233009708738,0.5080000000000001,1.0
0.0,0.0,1.0,0.8899286105619082,0.7274368231046932,0.83270911360799,0.48128342245989303,0.6679790026246719,0.5339366515837104,0.5025252525252525,0.6764705882352942,0.6777408637873754,0.5991189427312775,0.29553264604810997,0.46946564885496184,0.7846715328467153,0.5292929292929293,0.4795244385733157,0.8613091380427739,0.7223445840327091,0.7674418604651163,0.23255813953488372,0.021660649819494584,0.10986267166042447,0.47593582887700536,0.526246719160105,0.09276018099547512,0.22727272727272727,0.17973856209150327,0.19767441860465115,0.32158590308370044,0.010309278350515464,0.26145038167938933,0.7773722627737226,0.6242424242424243,0.559445178335535,0.3830200907323396,0.0,0.7674418604651163,0.23255813953488372,0.9925784563189143,0.33544303797468356,0.9440298507462687,0.8332358104154476,1.0,0.9110576923076923,0.43523316062176165,1.0,0.6074074074074074,0.9299534655890277,1.0,1.0,1.0,0.48662492885600456,0.49921996879875197,0.4100932994062765,0.5548523206751055,0.7761194029850746,0.7624341720304272,0.36731107205623903,0.15384615384615385,0.5880829015544041,0.4621359223300971,0.5135802469135803,0.4237080578006368,0.375140607424072,0.46194926568758343,0.5063520871143375,0.5554923164484917,0.5288611544461779,0.26262626262626254,0.5576679340937897,0.26096491228070173,0.5596205962059617,0.2777777777777778,0.21722222222222218,0.5669099756690998,0.15496957403651113,0.313953488372093,0.7972972972972973,0.5238095238095237,0.5333333333333334,0.6191849288735102,0.7411696583671106,0.5927826449728826,0.6395481912723293,0.3350278382958122,0.3109400887178665,0.5942159593642468,0.45594483881637543,0.543921568627451,0.7848568790397046,0.3611111111111111,0.5103030303030303,0.0
0.4,0.4,0.8899286105619082,0.941564986223008,0.021660649819494584,0.10986267166042447,0.47593582887700536,0.526246719160105,0.09276018099547512,0.22727272727272727,0.17973856209150327,0.19767441860465115,0.32158590308370044,0.010309278350515464,0.26145038167938933,0.7773722627737226,0.6242424242424243,0.559445178335535,0.3830200907323396,0.0,0.7674418604651163,0.23255813953488372,0.40252707581227437,0.5230961298377028,0.7967914438502673,0.8543307086614174,0.3665158371040724,0.6742424242424242,0.6666666666666666,0.6794019933554817,0.460352422907489,0.49140893470790376,0.46564885496183206,0.6861313868613139,0.31313131313131315,0.3157199471598415,0.6733635774465327,0.5939387792902331,0.7209302325581395,0.27906976744186046,0.4100932994062765,0.5548523206751055,0.7761194029850746,0.7624341720304272,0.36731107205623903,0.15384615384615385,0.5880829015544041,0.4621359223300971,0.5135802469135803,0.4237080578006368,0.375140607424072,0.46194926568758343,0.5063520871143375,0.5554923164484917,0.5288611544461779,0.16751484308736217,0.09915611814345991,0.37089552238805973,0.318314803978935,0.45987111892208554,0.4543269230769231,0.43005181347150256,0.3941747572815534,0.38765432098765434,0.1974038697036493,0.172103487064117,0.287716955941255,0.30671506352087113,0.2435970404097894,0.21372854914196568,0.2757575757575758,0.27984790874524723,0.25657894736842113,0.2739837398373984,0.187,0.20833333333333334,0.5839416058394159,0.643083164300203,0.2302325581395349,0.41351351351351345,0.387012987012987,0.576,0.6350540216086434,0.6073027684934099,0.5936604429005647,0.533580451641223,0.35025015297124135,0.3353065465276688,0.5995963845148085,0.6335137292066738,0.5583673469387754,0.6420284687748554,0.32312925170068024,0.518019801980198,1.0
0.4,0.4,1.0,0.8903456651980126,0.7274368231046932,0.83270911360799,0.48128342245989303,0.6679790026246719,0.5339366515837104,0.5025252525252525,0.6764705882352942,0.6777408637873754,0.5991189427312775,0.29553264604810997,0.46946564885496184,0.7846715328467153,0.5292929292929293,0.4795244385733157,0.8613091380427739,0.7223445840327091,0.7674418604651163,0.23255813953488372,0.8736462093862816,0.7740324594257179,0.20320855614973263,0.27034120734908135,0.2647058823529412,0.6540404040404041,0.5800653594771242,0.9451827242524917,0.22466960352422907,0.0,0.3530534351145038,0.6496350364963503,0.14545454545454545,0.10766182298546896,0.7420609202851588,0.5946623978619743,0.7906976744186046,0.20930232558139536,0.9925784563189143,0.33544303797468356,0.9440298507462687,0.8332358104154476,1.0,0.9110576923076923,0.43523316062176165,1.0,0.6074074074074074,0.9299534655890277,1.0,1.0,1.0,0.48662492885600456,0.49921996879875197,0.5631891433418151,0.12869198312236288,0.7955223880597015,0.6594499707431246,0.8219097832454598,0.25240384615384615,0.45077720207253885,0.7495145631067961,0.27283950617283953,0.591721773205976,0.6226096737907761,0.3678237650200267,0.45462794918330307,0.35173591348890154,0.3712948517940718,0.5121212121212121,0.5049429657794677,0.5592105263157895,0.5585365853658536,0.22700000000000004,0.248,0.7503649635036496,0.2706693711967545,0.4186046511627907,0.6972972972972973,0.29350649350649344,0.5119999999999999,0.7082590612002377,0.7413232809047187,0.709305824199441,0.6397908917261489,0.3868490905527944,0.3111075117877839,0.6839143524380289,0.46131702051097545,0.6169696969696971,0.7813330318276895,0.3529741863075196,0.5122448979591837,1.0
0.4,0.4,0.941564986223008,0.8899286105619082,0.40252707581227437,0.5230961298377028,0.7967914438502673,0.8543307086614174,0.3665158371040724,0.6742424242424242,0.6666666666666666,0.6794019933554817,0.460352422907489,0.49140893470790376,0.46564885496183206,0.6861313868613139,0.31313131313131315,0.3157199471598415,0.6733635774465327,0.5939387792902331,0.7209302325581395,0.27906976744186046,0.021660649819494584,0.10986267166042447,0.47593582887700536,0.526246719160105,0.09276018099547512,0.22727272727272727,0.17973856209150327,0.19767441860465115,0.32158590308370044,0.010309278350515464,0.26145038167938933,0.7773722627737226,0.6242424242424243,0.559445178335535,0.3830200907323396,0.0,0.7674418604651163,0.23255813953488372,0.16751484308736217,0.09915611814345991,0.37089552238805973,0.318314803978935,0.45987111892208554,0.4543269230769231,0.43005181347150256,0.3941747572815534,0.38765432098765434,0.1974038697036493,0.172103487064117,0.287716955941255,0.30671506352087113,0.2435970404097894,0.21372854914196568,0.4100932994062765,0.5548523206751055,0.7761194029850746,0.7624341720304272,0.36731107205623903,0.15384615384615385,0.5880829015544041,0.4621359223300971,0.5135802469135803,0.4237080578006368,0.375140607424072,0.46194926568758343,0.5063520871143375,0.5554923164484917,0.5288611544461779,0.33030303030303027,0.2813688212927757,0.3638157894736842,0.15040650406504075,0.20500000000000002,0.20875000000000002,0.49683698296836976,0.763083164300203,0.39069767441860465,0.21283783783783783,0.4181818181818182,0.5,0.6245098039215685,0.623875500689474,0.5978723404255318,0.5348128586663962,0.335978835978836,0.35337006127384135,0.5902228412256268,0.6416162455529875,0.5464,0.6583088214295914,0.3588888888888889,0.4651546391752578,0.0
0.4,0.4,0.8903456651980126,1.0,0.8736462093862816,0.7740324594257179,0.20320855614973263,0.27034120734908135,0.2647058823529412,0.6540404040404041,0.5800653594771242,0.9451827242524917,0.22466960352422907,0.0,0.3530534351145038,0.6496350364963503,0.14545454545454545,0.10766182298546896,0.7420609202851588,0.5946623978619743,0.7906976744186046,0.20930232558139536,0.7274368231046932,0.83270911360799,0.48128342245989303,0.6679790026246719,0.5339366515837104,0.5025252525252525,0.6764705882352942,0.6777408637873754,0.5991189427312775,0.29553264604810997,0.46946564885496184,0.7846715328467153,0.5292929292929293,0.4795244385733157,0.8613091380427739,0.7223445840327091,0.7674418604651163,0.23255813953488372,0.5631891433418151,0.12869198312236288,0.7955223880597015,0.6594499707431246,0.8219097832454598,0.25240384615384615,0.45077720207253885,0.7495145631067961,0.27283950617283953,0.591721773205976,0.6226096737907761,0.3678237650200267,0.45462794918330307,0.35173591348890154,0.3712948517940718,0.9925784563189143,0.33544303797468356,0.9440298507462687,0.8332358104154476,1.0,0.9110576923076923,0.43523316062176165,1.0,0.6074074074074074,0.9299534655890277,1.0,1.0,1.0,0.48662492885600456,0.49921996879875197,0.5151515151515151,0.4380228136882129,0.5657894736842104,0.4918699186991871,0.25125,0.25633333333333336,0.23236009732360108,0.7959432048681542,0.6017441860465117,0.5108108108108108,0.4155844155844156,0.4159999999999999,0.7608651708105924,0.6894579487846093,0.6868172844922135,0.6645219664220369,0.31235113365697553,0.39063456070258806,0.40835080263044565,0.7134118130879556,0.6635051546391754,0.7303974221267455,0.35652920962199314,0.5085714285714286,1.0
0.4,0.4,0.8899286105619082,0.941564986223008,0.021660649819494584,0.10986267166042447,0.47593582887700536,0.526246719160105,0.09276018099547512,0.22727272727272727,0.17973856209150327,0.19767441860465115,0.32158590308370044,0.010309278350515464,0.26145038167938933,0.7773722627737226,0.6242424242424243,0.559445178335535,0.3830200907323396,0.0,0.7674418604651163,0.23255813953488372,0.40252707581227437,0.5230961298377028,0.7967914438502673,0.8543307086614174,0.3665158371040724,0.6742424242424242,0.6666666666666666,0.6794019933554817,0.460352422907489,0.49140893470790376,0.46564885496183206,0.6861313868613139,0.31313131313131315,0.3157199471598415,0.6733635774465327,0.5939387792902331,0.7209302325581395,0.27906976744186046,0.4100932994062765,0.5548523206751055,0.7761194029850746,0.7624341720304272,0.36731107205623903,0.15384615384615385,0.5880829015544041,0.4621359223300971,0.5135802469135803,0.4237080578006368,0.375140607424072,0.46194926568758343,0.5063520871143375,0.5554923164484917,0.5288611544461779,0.16751484308736217,0.09915611814345991,0.37089552238805973,0.318314803978935,0.45987111892208554,0.4543269230769231,0.43005181347150256,0.3941747572815534,0.38765432098765434,0.1974038697036493,0.172103487064117,0.287716955941255,0.30671506352087113,0.2435970404097894,0.21372854914196568,0.2727272727272727,0.33840304182509506,0.16365131578947378,0.3373983739837396,0.13916666666666666,0.21125000000000002,0.6836982968369831,0.62920892494929,0.13953488372093023,0.5067567567567567,0.4675324675324675,0.49,0.641748366013072,0.6128160586759314,0.5970744680851066,0.5406777130915058,0.35337669018224577,0.33803644914756015,0.6027739090064993,0.6319364933974506,0.5616666666666668,0.6469123366630292,0.32320601851851843,0.5143434343434344,0.0
