GAME_DATE_EST,GAME_ID,HOME_TEAM_ID,VISITOR_TEAM_ID,SEASON,PTS_home,FG_PCT_home,FT_PCT_home,FG3_PCT_home,AST_home,REB_home,PTS_away,FG_PCT_away,FT_PCT_away,FG3_PCT_away,AST_away,REB_away,HOME_TEAM_WINS
7/20/21,42000406,Bucks,Suns,2020,105,0.451,0.862,0.222,20,53,98,0.442,0.842,0.24,14,37,1
7/17/21,42000405,Suns,Bucks,2020,119,0.552,0.909,0.684,23,35,123,0.575,0.529,0.5,26,37,0
7/14/21,42000404,Bucks,Suns,2020,109,0.402,0.828,0.241,22,48,103,0.513,0.842,0.304,18,40,1
7/11/21,42000403,Bucks,Suns,2020,120,0.478,0.769,0.389,28,47,100,0.482,0.688,0.29,21,36,1
7/8/21,42000402,Suns,Bucks,2020,118,0.489,0.857,0.5,26,43,108,0.452,0.652,0.29,21,46,1
7/6/21,42000401,Suns,Bucks,2020,118,0.466,0.962,0.324,18,43,105,0.455,0.563,0.444,21,47,1
7/3/21,42000306,Hawks,Bucks,2020,107,0.413,0.826,0.375,22,43,118,0.461,0.905,0.378,24,46,0
7/1/21,42000305,Bucks,Hawks,2020,123,0.505,0.72,0.31,28,47,112,0.456,0.789,0.395,24,40,1
6/30/21,42000316,Clippers,Suns,2020,103,0.418,0.781,0.308,18,32,130,0.564,0.636,0.548,27,47,0
6/29/21,42000304,Hawks,Bucks,2020,110,0.506,0.846,0.342,26,43,88,0.393,0.737,0.205,19,43,1
6/28/21,42000315,Suns,Clippers,2020,102,0.452,0.85,0.346,22,41,116,0.548,0.933,0.333,20,40,0
6/27/21,42000303,Hawks,Bucks,2020,102,0.464,0.563,0.405,20,35,113,0.511,0.571,0.379,27,50,0
6/26/21,42000314,Clippers,Suns,2020,80,0.325,0.656,0.161,13,51,84,0.36,0.857,0.2,16,59,0
6/25/21,42000302,Bucks,Hawks,2020,125,0.521,0.625,0.366,29,47,91,0.415,0.824,0.25,13,34,1
6/24/21,42000313,Clippers,Suns,2020,106,0.451,0.833,0.353,20,51,92,0.389,0.923,0.313,24,43,1
6/23/21,42000301,Bucks,Hawks,2020,113,0.461,0.786,0.222,27,45,116,0.495,0.875,0.25,19,51,0
6/22/21,42000312,Suns,Clippers,2020,104,0.5,0.889,0.231,24,39,103,0.45,0.75,0.382,18,39,1
6/20/21,42000311,Suns,Clippers,2020,120,0.551,1,0.406,31,43,114,0.455,0.824,0.426,23,39,1
6/20/21,42000207,76ers,Hawks,2020,96,0.425,0.76,0.321,26,48,103,0.444,0.75,0.259,22,44,0
6/19/21,42000217,Nets,Bucks,2020,111,0.464,0.84,0.308,23,46,115,0.439,0.667,0.417,20,48,0
6/18/21,42000206,Hawks,76ers,2020,99,0.413,0.542,0.323,19,47,104,0.409,0.696,0.414,15,51,0
6/18/21,42000226,Clippers,Jazz,2020,131,0.565,0.882,0.513,27,33,119,0.488,0.737,0.477,19,43,1
6/17/21,42000216,Bucks,Nets,2020,104,0.451,0.821,0.212,14,51,89,0.444,0.571,0.3,14,39,1
6/16/21,42000205,76ers,Hawks,2020,106,0.467,0.605,0.433,20,44,109,0.459,0.786,0.346,14,40,0
6/16/21,42000225,Jazz,Clippers,2020,111,0.45,0.704,0.37,15,36,119,0.513,0.84,0.4,17,39,0
6/15/21,42000215,Nets,Bucks,2020,114,0.494,0.88,0.372,27,36,108,0.494,0.765,0.406,18,35,1
6/14/21,42000204,Hawks,76ers,2020,103,0.366,0.81,0.3,24,49,100,0.435,0.714,0.407,23,55,1
6/14/21,42000224,Clippers,Jazz,2020,118,0.468,0.816,0.405,19,44,104,0.429,0.808,0.405,19,39,1
6/13/21,42000214,Bucks,Nets,2020,107,0.443,0.65,0.34,27,42,96,0.434,0.778,0.303,20,43,1
6/13/21,42000234,Nuggets,Suns,2020,118,0.459,0.667,0.378,22,37,125,0.518,0.935,0.364,18,48,0
6/12/21,42000223,Clippers,Jazz,2020,132,0.562,0.813,0.528,21,41,106,0.429,0.882,0.432,15,38,1
6/11/21,42000203,Hawks,76ers,2020,111,0.476,0.844,0.261,15,36,127,0.582,0.641,0.476,28,36,0
6/11/21,42000233,Nuggets,Suns,2020,102,0.411,0.625,0.341,21,46,116,0.531,0.9,0.462,26,38,0
6/10/21,42000213,Bucks,Nets,2020,86,0.378,0.632,0.194,12,56,83,0.362,0.875,0.25,15,50,1
6/10/21,42000222,Jazz,Clippers,2020,117,0.553,0.619,0.513,15,36,111,0.471,0.87,0.367,19,37,1
6/9/21,42000232,Suns,Nuggets,2020,123,0.479,0.882,0.474,27,52,98,0.4,0.6,0.326,24,46,1
6/8/21,42000202,76ers,Hawks,2020,118,0.529,0.636,0.462,29,37,102,0.458,0.833,0.367,20,45,1
6/8/21,42000221,Jazz,Clippers,2020,112,0.407,0.808,0.34,18,46,109,0.424,0.875,0.381,22,42,1
6/7/21,42000212,Nets,Bucks,2020,125,0.521,0.857,0.5,27,42,86,0.44,0.444,0.296,14,44,1
6/7/21,42000231,Suns,Nuggets,2020,122,0.541,0.85,0.382,30,44,105,0.467,0.833,0.35,26,41,1
6/6/21,42000201,76ers,Hawks,2020,124,0.549,0.686,0.345,25,41,128,0.512,0.952,0.426,23,35,0
6/6/21,42000177,Clippers,Mavericks,2020,126,0.5,1,0.465,30,35,111,0.495,0.647,0.278,22,47,1
6/5/21,42000211,Nets,Bucks,2020,115,0.469,0.889,0.385,25,47,107,0.446,0.579,0.2,21,58,1
6/4/21,42000176,Mavericks,Clippers,2020,97,0.416,0.857,0.324,23,42,104,0.468,0.786,0.294,18,42,0
6/3/21,42000166,Trail Blazers,Nuggets,2020,115,0.506,0.909,0.417,24,37,126,0.512,0.852,0.441,28,39,0
6/3/21,42000156,Lakers,Suns,2020,100,0.418,0.875,0.286,21,35,113,0.507,0.955,0.514,24,42,0
6/2/21,42000105,76ers,Wizards,2020,129,0.512,0.791,0.333,28,40,112,0.494,0.788,0.4,22,38,1
6/2/21,42000135,Knicks,Hawks,2020,89,0.378,0.833,0.4,19,45,103,0.425,0.769,0.265,17,48,0
6/2/21,42000145,Jazz,Grizzlies,2020,126,0.516,0.917,0.386,27,51,110,0.463,0.889,0.359,23,39,1
6/2/21,42000175,Clippers,Mavericks,2020,100,0.413,0.8,0.368,25,47,105,0.416,0.895,0.389,21,45,0
6/1/21,42000115,Nets,Celtics,2020,123,0.512,0.88,0.469,26,39,109,0.435,0.783,0.275,18,44,1
6/1/21,42000165,Nuggets,Trail Blazers,2020,147,0.481,0.844,0.455,33,52,140,0.456,0.862,0.438,25,45,1
6/1/21,42000155,Suns,Lakers,2020,115,0.457,0.714,0.333,29,47,85,0.345,0.714,0.343,14,51,1
5/31/21,42000104,Wizards,76ers,2020,122,0.455,0.786,0.375,24,57,114,0.417,0.647,0.316,21,48,1
5/31/21,42000144,Grizzlies,Jazz,2020,113,0.467,0.85,0.286,26,42,120,0.459,0.893,0.5,23,42,0
5/30/21,42000134,Hawks,Knicks,2020,113,0.439,0.929,0.385,24,48,96,0.42,0.826,0.31,24,39,1
5/30/21,42000154,Lakers,Suns,2020,92,0.395,0.714,0.325,19,50,100,0.435,0.762,0.286,24,49,0
5/30/21,42000114,Celtics,Nets,2020,126,0.44,0.905,0.35,24,34,141,0.578,0.967,0.593,29,36,0
5/30/21,42000174,Mavericks,Clippers,2020,81,0.348,0.636,0.167,15,41,106,0.481,0.76,0.394,16,53,0
5/29/21,42000124,Heat,Bucks,2020,103,0.44,0.857,0.333,25,40,120,0.465,0.833,0.31,29,56,0
5/29/21,42000164,Trail Blazers,Nuggets,2020,115,0.5,0.76,0.364,24,44,95,0.34,0.818,0.295,20,47,1
5/29/21,42000103,Wizards,76ers,2020,103,0.396,0.76,0.229,18,41,132,0.586,0.65,0.515,31,51,0
5/29/21,42000143,Grizzlies,Jazz,2020,111,0.43,0.857,0.317,23,50,121,0.494,0.815,0.442,17,43,0
5/28/21,42000133,Hawks,Knicks,2020,105,0.519,0.625,0.593,28,42,94,0.358,0.9,0.3,14,45,1
5/28/21,42000113,Celtics,Nets,2020,125,0.506,0.826,0.41,21,46,119,0.452,0.871,0.421,16,37,1
5/28/21,42000173,Mavericks,Clippers,2020,108,0.442,0.667,0.513,17,33,118,0.579,0.944,0.419,24,39,0
5/27/21,42000123,Heat,Bucks,2020,84,0.376,0.846,0.281,19,42,113,0.483,0.778,0.361,25,55,0
5/27/21,42000153,Lakers,Suns,2020,109,0.442,0.867,0.25,19,51,95,0.427,0.778,0.379,24,35,1
5/27/21,42000163,Trail Blazers,Nuggets,2020,115,0.45,0.846,0.311,20,45,120,0.464,0.815,0.526,24,45,0
5/26/21,42000102,76ers,Wizards,2020,120,0.557,0.684,0.429,26,45,95,0.402,0.633,0.091,22,40,1
5/26/21,42000132,Knicks,Hawks,2020,101,0.383,0.739,0.364,15,54,92,0.369,0.818,0.273,17,41,1
5/26/21,42000142,Jazz,Grizzlies,2020,141,0.544,0.774,0.487,28,42,129,0.541,0.763,0.348,20,33,1
5/25/21,42000112,Nets,Celtics,2020,130,0.523,0.955,0.447,31,46,108,0.424,0.783,0.353,23,43,1
5/25/21,42000152,Suns,Lakers,2020,102,0.465,0.933,0.308,21,31,109,0.45,0.871,0.303,24,39,0
5/25/21,42000172,Clippers,Mavericks,2020,121,0.536,0.9,0.394,23,39,127,0.585,0.542,0.529,25,34,0
5/24/21,42000122,Bucks,Heat,2020,132,0.489,0.9,0.415,34,61,98,0.402,0.686,0.286,20,36,1
5/24/21,42000162,Nuggets,Trail Blazers,2020,128,0.535,0.8,0.429,29,35,109,0.479,0.821,0.485,15,40,1
5/23/21,42000101,76ers,Wizards,2020,125,0.495,0.697,0.313,27,40,118,0.557,0.8,0.4,26,41,1
5/23/21,42000151,Suns,Lakers,2020,99,0.465,0.833,0.321,24,47,90,0.434,0.607,0.269,19,33,1
5/23/21,42000131,Knicks,Hawks,2020,105,0.447,0.733,0.333,21,49,107,0.467,0.917,0.353,17,42,0
5/23/21,42000141,Jazz,Grizzlies,2020,109,0.42,0.879,0.255,20,50,112,0.45,0.714,0.35,18,42,0
5/22/21,42000121,Bucks,Heat,2020,109,0.438,0.606,0.161,19,64,107,0.364,0.789,0.4,22,51,1
5/22/21,42000171,Clippers,Mavericks,2020,103,0.44,0.75,0.275,22,39,113,0.5,0.769,0.472,22,42,0
5/22/21,42000111,Nets,Celtics,2020,104,0.417,0.897,0.235,18,50,93,0.369,0.769,0.367,19,40,1
5/22/21,42000161,Nuggets,Trail Blazers,2020,109,0.505,0.5,0.306,22,48,123,0.473,0.947,0.475,29,39,0
5/21/21,52000211,Warriors,Grizzlies,2020,112,0.447,0.8,0.353,30,48,117,0.408,0.846,0.429,22,47,0
5/20/21,52000201,Wizards,Pacers,2020,142,0.581,0.769,0.5,34,52,115,0.41,0.857,0.366,30,40,1
5/19/21,52000131,Grizzlies,Spurs,2020,100,0.444,0.542,0.318,18,56,96,0.351,0.833,0.364,20,55,1
5/19/21,52000121,Lakers,Warriors,2020,103,0.407,0.76,0.323,27,49,100,0.446,0.733,0.441,19,46,1
5/18/21,52000111,Pacers,Hornets,2020,144,0.552,0.8,0.457,35,54,117,0.457,0.76,0.3,26,36,1
5/18/21,52000101,Celtics,Wizards,2020,118,0.396,0.844,0.333,20,49,100,0.435,0.85,0.143,17,49,1
5/16/21,22001073,Knicks,Celtics,2020,96,0.43,0.789,0.481,16,41,92,0.407,0.733,0.268,19,46,1
5/16/21,22001079,Raptors,Pacers,2020,113,0.402,0.793,0.316,21,48,125,0.505,0.778,0.405,34,47,0
5/16/21,22001080,Wizards,Hornets,2020,115,0.484,0.81,0.323,22,53,110,0.394,0.917,0.311,25,42,1
5/16/21,22001078,Spurs,Suns,2020,121,0.51,0.737,0.292,30,46,123,0.51,1,0.371,36,48,0
5/16/21,22001070,Warriors,Grizzlies,2020,113,0.494,0.889,0.385,26,46,101,0.435,0.789,0.24,25,39,1
5/16/21,22001066,Hawks,Rockets,2020,124,0.544,0.731,0.333,32,56,95,0.337,0.75,0.286,25,43,1
5/16/21,22001067,Nets,Cavaliers,2020,123,0.566,0.765,0.533,35,37,109,0.447,0.677,0.308,16,45,1
5/16/21,22001075,76ers,Magic,2020,128,0.489,0.739,0.475,35,41,117,0.474,0.854,0.357,23,47,1
5/16/21,22001069,Pistons,Heat,2020,107,0.465,0.727,0.314,26,33,120,0.56,0.65,0.382,32,39,0
5/16/21,22001068,Bulls,Bucks,2020,118,0.517,0.737,0.438,23,45,112,0.422,0.75,0.324,14,41,1
5/16/21,22001071,Timberwolves,Mavericks,2020,136,0.544,0.84,0.425,35,38,121,0.484,0.85,0.421,32,38,1
5/16/21,22001072,Pelicans,Lakers,2020,98,0.474,0.714,0.36,26,47,110,0.469,0.6,0.314,30,42,0
5/16/21,22001074,Thunder,Clippers,2020,117,0.532,0.563,0.308,20,54,112,0.425,0.8,0.233,17,44,1
5/16/21,22001076,Trail Blazers,Nuggets,2020,132,0.529,0.846,0.419,24,51,116,0.449,0.933,0.378,20,36,1
5/16/21,22001077,Kings,Jazz,2020,99,0.467,0.6,0.3,24,39,121,0.477,0.84,0.462,28,50,0
5/15/21,22001060,Nets,Bulls,2020,105,0.471,0.6,0.412,26,52,91,0.347,0.706,0.268,24,52,1
5/15/21,22001061,Pacers,Lakers,2020,115,0.517,0.737,0.273,28,37,122,0.477,0.806,0.379,25,45,0
5/15/21,22001064,Knicks,Hornets,2020,118,0.511,0.8,0.432,29,50,109,0.382,0.75,0.265,28,51,1
5/15/21,22001063,Timberwolves,Celtics,2020,108,0.411,0.735,0.135,22,51,124,0.484,0.778,0.429,27,44,0
5/15/21,22001065,Spurs,Suns,2020,103,0.443,0.875,0.154,23,41,140,0.553,0.955,0.455,32,47,0
5/15/21,22001062,Bucks,Heat,2020,122,0.535,0.708,0.371,29,48,108,0.417,0.75,0.449,25,38,1
5/14/21,22000204,Wizards,Cavaliers,2020,120,0.461,0.838,0.28,23,47,105,0.464,0.81,0.278,24,44,1
5/14/21,22001054,Pistons,Nuggets,2020,91,0.41,0.739,0.162,21,41,104,0.488,0.786,0.281,29,49,0
5/14/21,22001055,76ers,Magic,2020,122,0.473,0.947,0.471,35,46,97,0.398,0.75,0.333,21,44,1
5/14/21,22001056,Thunder,Jazz,2020,93,0.429,0.938,0.316,13,45,109,0.43,0.762,0.333,23,53,0
5/14/21,22000263,Grizzlies,Kings,2020,107,0.44,0.629,0.333,23,49,106,0.385,0.815,0.238,21,56,1
5/14/21,22001057,Mavericks,Raptors,2020,114,0.433,0.905,0.405,27,42,110,0.494,0.765,0.342,19,44,1
5/14/21,22001058,Rockets,Clippers,2020,122,0.535,0.727,0.378,30,41,115,0.484,0.933,0.314,29,35,1
5/14/21,22001059,Warriors,Pelicans,2020,125,0.483,0.8,0.436,29,46,122,0.465,0.679,0.407,21,51,1
5/13/21,22001047,Hornets,Clippers,2020,90,0.393,0.789,0.273,24,35,113,0.533,0.75,0.467,28,44,0
5/13/21,22001048,Pacers,Bucks,2020,133,0.455,0.8,0.488,34,40,142,0.574,0.742,0.367,34,51,0
5/13/21,22000458,Knicks,Spurs,2020,102,0.407,1,0.4,23,48,98,0.418,0.842,0.286,22,47,1
5/13/21,22001049,Hawks,Magic,2020,116,0.436,0.833,0.389,19,49,93,0.383,0.667,0.306,24,51,1
5/13/21,22001050,Heat,76ers,2020,106,0.506,1,0.371,26,47,94,0.462,0.75,0.28,20,30,1
5/13/21,22000255,Grizzlies,Kings,2020,116,0.5,0.833,0.333,30,48,110,0.438,0.643,0.415,33,35,1
5/13/21,22001051,Bulls,Raptors,2020,114,0.542,0.7,0.472,31,51,102,0.444,0.556,0.333,24,32,1
5/13/21,22001052,Timberwolves,Nuggets,2020,103,0.425,0.594,0.39,20,43,114,0.479,0.909,0.333,30,53,0
5/13/21,22001053,Suns,Trail Blazers,2020,118,0.466,0.885,0.406,22,42,117,0.543,0.778,0.455,23,33,1
5/12/21,22001042,Hawks,Wizards,2020,120,0.512,0.786,0.303,22,51,116,0.446,0.842,0.345,29,42,1
5/12/21,22001043,Nets,Spurs,2020,128,0.608,0.741,0.429,33,43,116,0.426,0.815,0.258,21,46,1
5/12/21,22001044,Cavaliers,Celtics,2020,102,0.45,0.815,0.333,27,55,94,0.356,0.714,0.293,14,46,1
5/12/21,22000154,Mavericks,Pelicans,2020,125,0.49,0.8,0.333,23,48,107,0.414,0.737,0.25,18,44,1
5/12/21,22001045,Jazz,Trail Blazers,2020,98,0.412,0.762,0.3,15,53,105,0.44,0.706,0.406,17,39,0
5/12/21,22001046,Lakers,Rockets,2020,124,0.571,0.591,0.35,28,41,122,0.506,0.667,0.429,33,41,1
5/11/21,22000448,Hornets,Nuggets,2020,112,0.462,0.85,0.282,30,49,117,0.494,0.846,0.394,26,38,0
5/11/21,22001033,Pistons,Timberwolves,2020,100,0.467,0.769,0.435,21,46,119,0.459,0.714,0.292,30,44,0
5/11/21,22001032,Celtics,Heat,2020,121,0.523,0.647,0.486,31,32,129,0.593,0.773,0.533,25,43,0
5/11/21,22001034,Raptors,Clippers,2020,96,0.407,0.842,0.27,21,35,115,0.5,1,0.344,25,49,0
5/11/21,22001035,Pacers,76ers,2020,103,0.446,0.938,0.341,28,45,94,0.437,0.714,0.308,23,35,1
5/11/21,22001036,Bulls,Nets,2020,107,0.406,0.786,0.409,21,45,115,0.472,0.76,0.364,32,51,0
5/11/21,22001037,Grizzlies,Mavericks,2020,133,0.573,0.938,0.485,32,44,104,0.42,0.947,0.316,23,35,1
5/11/21,22001038,Bucks,Magic,2020,114,0.426,0.741,0.242,16,63,102,0.415,0.7,0.333,18,52,1
5/11/21,22001039,Warriors,Suns,2020,122,0.495,0.85,0.275,33,40,116,0.519,0.9,0.432,26,36,1
5/11/21,22001040,Kings,Thunder,2020,122,0.512,0.789,0.487,28,40,106,0.464,0.679,0.391,22,45,1
5/11/21,22001041,Lakers,Knicks,2020,101,0.416,0.789,0.429,31,53,99,0.391,0.913,0.345,19,41,1
5/10/21,22001026,Hawks,Wizards,2020,125,0.479,0.885,0.333,23,55,124,0.51,0.818,0.5,28,42,1
5/10/21,22001027,Cavaliers,Pacers,2020,102,0.355,0.767,0.333,21,50,111,0.5,0.75,0.407,32,47,0
5/10/21,22001028,Grizzlies,Pelicans,2020,115,0.495,0.593,0.3,33,49,110,0.443,0.667,0.435,29,50,1
5/10/21,22001029,Spurs,Bucks,2020,146,0.596,0.81,0.586,27,46,125,0.5,0.783,0.317,26,34,1
5/10/21,22001030,Warriors,Jazz,2020,119,0.466,0.92,0.333,26,41,116,0.451,0.875,0.295,14,48,1
5/10/21,22001031,Trail Blazers,Rockets,2020,140,0.511,0.8,0.45,30,47,129,0.494,0.964,0.474,30,44,1
5/9/21,22000145,Celtics,Heat,2020,124,0.542,0.8,0.368,29,34,130,0.573,0.909,0.457,30,35,0
5/9/21,22001019,Clippers,Knicks,2020,100,0.43,0.875,0.343,24,43,106,0.467,1,0.406,25,45,0
5/9/21,22001020,Hornets,Pelicans,2020,110,0.442,0.722,0.351,22,46,112,0.469,0.455,0.324,26,51,0
5/9/21,22001021,Cavaliers,Mavericks,2020,97,0.384,0.645,0.355,18,38,124,0.538,0.818,0.385,33,42,0
5/9/21,22001022,Magic,Timberwolves,2020,96,0.396,0.682,0.25,20,45,128,0.485,0.75,0.356,30,57,0
5/9/21,22001023,Pistons,Bulls,2020,96,0.456,0.591,0.407,22,37,108,0.512,0.714,0.375,27,43,0
5/9/21,22001024,Lakers,Suns,2020,123,0.488,0.78,0.433,24,41,110,0.534,0.84,0.44,23,32,1
5/9/21,22001025,Kings,Thunder,2020,126,0.529,0.833,0.444,30,51,98,0.391,0.655,0.297,23,38,1
5/8/21,22001012,Pacers,Wizards,2020,132,0.481,0.833,0.241,33,49,133,0.445,0.867,0.281,26,60,0
5/8/21,22001013,76ers,Pistons,2020,118,0.488,0.871,0.3,22,44,104,0.488,0.688,0.324,22,44,1
5/8/21,22001014,Raptors,Grizzlies,2020,99,0.383,0.708,0.313,18,46,109,0.447,0.731,0.326,24,56,0
5/8/21,22001015,Nuggets,Nets,2020,119,0.457,0.913,0.341,21,33,125,0.621,0.818,0.516,27,35,0
5/8/21,22001016,Jazz,Rockets,2020,124,0.529,0.905,0.395,28,49,116,0.439,0.706,0.353,25,40,1
5/8/21,22001017,Warriors,Thunder,2020,136,0.58,0.833,0.5,31,46,97,0.404,0.6,0.243,21,41,1
5/8/21,22001018,Trail Blazers,Spurs,2020,124,0.464,0.733,0.353,24,63,102,0.398,0.87,0.267,17,40,1
5/7/21,22001003,76ers,Pelicans,2020,109,0.447,0.818,0.429,27,51,107,0.406,0.727,0.25,26,52,1
5/7/21,22000160,Bulls,Celtics,2020,121,0.434,0.944,0.45,26,52,99,0.407,0.783,0.282,19,47,1
5/7/21,22001004,Hornets,Magic,2020,122,0.494,0.758,0.273,28,51,112,0.418,0.75,0.3,19,47,1
5/7/21,22001005,Heat,Timberwolves,2020,121,0.506,0.741,0.406,27,37,112,0.482,0.667,0.27,27,41,1
5/7/21,22001006,Bucks,Rockets,2020,141,0.537,0.87,0.413,30,53,133,0.5,0.667,0.472,36,37,1
5/7/21,22001007,Mavericks,Cavaliers,2020,110,0.494,0.818,0.313,21,45,90,0.386,0.769,0.207,17,43,1
5/7/21,22001008,Jazz,Nuggets,2020,127,0.483,0.87,0.457,27,38,120,0.518,0.85,0.447,31,38,1
5/7/21,22001009,Suns,Knicks,2020,128,0.467,0.96,0.439,26,45,105,0.452,0.783,0.344,24,41,1
5/7/21,22001010,Trail Blazers,Lakers,2020,106,0.42,0.952,0.324,22,44,101,0.416,0.727,0.367,19,49,1
5/7/21,22001011,Kings,Spurs,2020,104,0.488,0.6,0.406,27,35,113,0.517,0.895,0.182,20,44,0
5/6/21,22000434,Hornets,Bulls,2020,99,0.422,0.389,0.457,29,45,120,0.505,0.588,0.486,33,56,0
5/6/21,22000997,Raptors,Wizards,2020,129,0.448,0.778,0.368,23,50,131,0.436,0.837,0.433,29,47,0
5/6/21,22000998,Mavericks,Nets,2020,113,0.449,0.692,0.441,23,51,109,0.432,0.933,0.351,18,51,1
5/6/21,22000999,Pistons,Grizzlies,2020,111,0.53,0.857,0.393,24,39,97,0.427,0.647,0.27,25,42,1
5/6/21,22001000,Pacers,Hawks,2020,133,0.621,0.895,0.4,35,36,126,0.511,0.833,0.405,27,34,1
5/6/21,22001001,Warriors,Thunder,2020,118,0.488,0.833,0.404,36,49,97,0.409,0.8,0.231,21,39,1
5/6/21,22001002,Clippers,Lakers,2020,118,0.532,0.885,0.419,23,48,94,0.379,0.621,0.278,21,34,1
5/5/21,22000990,Magic,Celtics,2020,96,0.388,0.857,0.24,13,45,132,0.531,0.75,0.467,28,45,0
5/5/21,22000991,Cavaliers,Trail Blazers,2020,105,0.402,0.692,0.342,23,42,141,0.576,0.76,0.485,26,54,0
5/5/21,22000183,Timberwolves,Grizzlies,2020,135,0.521,0.818,0.487,32,41,139,0.536,0.75,0.483,30,46,0
5/5/21,22000235,Bucks,Wizards,2020,135,0.539,0.75,0.486,30,45,134,0.49,0.744,0.364,27,43,1
5/5/21,22000992,Hawks,Suns,2020,135,0.631,0.889,0.5,35,46,103,0.418,0.862,0.375,19,30,1
5/5/21,22000993,Pacers,Kings,2020,93,0.434,0.706,0.36,26,48,104,0.453,0.714,0.25,21,48,0
5/5/21,22000994,Rockets,76ers,2020,115,0.452,0.778,0.378,28,38,135,0.532,0.909,0.429,26,47,0
5/5/21,22000995,Nuggets,Knicks,2020,113,0.381,0.818,0.308,23,63,97,0.384,0.667,0.371,18,42,1
5/5/21,22000996,Jazz,Spurs,2020,126,0.557,0.714,0.439,24,53,94,0.402,0.65,0.304,22,35,1
5/4/21,22000983,Cavaliers,Suns,2020,118,0.456,0.852,0.448,29,42,134,0.524,0.923,0.387,35,48,0
5/4/21,22000984,Pistons,Hornets,2020,99,0.459,0.6,0.281,21,46,102,0.409,0.75,0.258,23,51,0
5/4/21,22000985,Bucks,Nets,2020,124,0.449,0.815,0.378,23,55,118,0.488,0.615,0.465,21,39,1
5/4/21,22000986,Heat,Mavericks,2020,113,0.464,0.81,0.439,30,39,127,0.529,0.722,0.458,26,44,0
5/4/21,22000987,Pelicans,Warriors,2020,108,0.402,0.818,0.4,28,57,103,0.419,0.714,0.377,22,48,1
5/4/21,22000988,Thunder,Kings,2020,99,0.357,0.72,0.306,21,57,103,0.411,0.813,0.279,25,49,0
5/4/21,22000989,Clippers,Raptors,2020,105,0.52,0.923,0.441,28,42,100,0.46,0.615,0.343,22,37,1
5/3/21,22000975,Pistons,Magic,2020,112,0.473,0.722,0.314,24,42,119,0.511,0.76,0.435,27,48,0
5/3/21,22000976,Wizards,Pacers,2020,154,0.612,0.792,0.409,50,44,141,0.495,0.84,0.519,28,45,1
5/3/21,22000977,Pelicans,Warriors,2020,108,0.433,0.781,0.2,20,47,123,0.534,0.857,0.386,31,38,0
5/3/21,22000978,Hawks,Trail Blazers,2020,123,0.524,0.833,0.488,32,49,114,0.453,0.786,0.415,25,39,1
5/3/21,22000979,Bulls,76ers,2020,94,0.414,0.786,0.324,25,40,106,0.533,0.714,0.393,23,44,0
5/3/21,22000980,Grizzlies,Knicks,2020,104,0.395,0.833,0.39,26,46,118,0.506,0.778,0.519,19,45,0
5/3/21,22000981,Jazz,Spurs,2020,110,0.5,0.688,0.306,22,50,99,0.467,1,0.278,25,37,1
5/3/21,22000982,Lakers,Nuggets,2020,93,0.438,0.696,0.433,18,43,89,0.439,0.688,0.25,22,41,1
5/2/21,22000967,Bucks,Nets,2020,117,0.49,0.5,0.405,19,45,114,0.427,0.882,0.405,18,53,1
5/2/21,22000968,Celtics,Trail Blazers,2020,119,0.483,0.867,0.513,29,45,129,0.518,0.846,0.5,27,36,0
5/2/21,22000969,Hornets,Heat,2020,111,0.494,0.773,0.424,30,39,121,0.511,0.741,0.289,30,42,0
5/2/21,22000970,Mavericks,Kings,2020,99,0.42,0.806,0.171,16,40,111,0.556,0.625,0.393,27,38,0
5/2/21,22000971,Rockets,Knicks,2020,97,0.43,0.656,0.229,19,47,122,0.523,0.875,0.514,22,38,0
5/2/21,22000972,Thunder,Suns,2020,120,0.489,0.708,0.433,23,47,123,0.536,0.778,0.387,27,39,0
5/2/21,22000973,Spurs,76ers,2020,111,0.448,0.765,0.387,20,48,113,0.447,0.72,0.367,23,49,0
5/2/21,22000974,Lakers,Raptors,2020,114,0.482,0.677,0.379,32,44,121,0.447,0.71,0.395,24,49,0
5/1/21,22000957,Hornets,Pistons,2020,107,0.483,0.45,0.378,24,54,94,0.385,0.647,0.351,27,43,1
5/1/21,22000958,Rockets,Warriors,2020,87,0.36,0.636,0.214,20,49,113,0.464,0.708,0.391,32,50,0
5/1/21,22000959,Hawks,Bulls,2020,108,0.5,0.769,0.389,19,44,97,0.471,0.647,0.25,22,39,1
5/1/21,22000960,Cavaliers,Heat,2020,107,0.5,0.765,0.5,30,39,124,0.54,0.8,0.5,30,37,0
5/1/21,22000961,Magic,Grizzlies,2020,112,0.447,0.893,0.44,20,37,111,0.458,0.619,0.345,21,55,1
5/1/21,22000962,Timberwolves,Pelicans,2020,136,0.453,0.781,0.313,35,51,140,0.511,0.696,0.389,34,52,0
5/1/21,22000963,Thunder,Pacers,2020,95,0.342,0.478,0.211,23,48,152,0.655,0.773,0.636,41,53,0
5/1/21,22000964,Mavericks,Wizards,2020,125,0.54,0.636,0.447,31,36,124,0.516,0.774,0.316,19,46,1
5/1/21,22000965,Jazz,Raptors,2020,106,0.474,0.833,0.415,20,49,102,0.447,0.667,0.364,26,39,1
5/1/21,22000966,Clippers,Nuggets,2020,104,0.434,0.75,0.412,21,39,110,0.488,0.952,0.375,26,44,0
