GAME_DATE_EST,GAME_ID,HOME_TEAM_ID,VISITOR_TEAM_ID,SEASON,PTS_home,FG_PCT_home,FT_PCT_home,FG3_PCT_home,AST_home,REB_home,PTS_away,FG_PCT_away,FT_PCT_away,FG3_PCT_away,AST_away,REB_away,HOME_TEAM_WINS
4/7/13,21201148,Cavaliers,Magic,2012,91,0.36,0.833,0.412,24,52,85,0.378,0.727,0.077,21,53,1
4/7/13,21201149,Kings,Grizzlies,2012,87,0.358,0.786,0.28,18,41,89,0.438,0.759,0.429,17,45,0
4/7/13,21201150,Pistons,Bulls,2012,99,0.534,0.706,0.5,25,40,85,0.452,0.64,0.2,20,33,1
4/7/13,21201151,Warriors,Jazz,2012,90,0.473,0.722,0.412,21,41,97,0.455,0.857,0.44,29,42,0
4/7/13,21201152,Suns,Pelicans,2012,92,0.425,0.895,0.333,20,38,95,0.4,0.931,0.267,19,48,0
4/7/13,21201153,Trail Blazers,Mavericks,2012,91,0.463,0.813,0.182,23,39,96,0.467,0.75,0.231,28,48,0
4/6/13,21201138,Wizards,Pacers,2012,104,0.494,0.71,0.333,19,41,85,0.407,0.8,0.15,17,47,1
4/6/13,21201139,Nets,Hornets,2012,105,0.488,0.733,0.238,17,40,96,0.45,0.739,0.333,18,43,1
4/6/13,21201140,Heat,76ers,2012,106,0.482,0.857,0.56,25,48,87,0.402,0.75,0.3,12,41,1
4/6/13,21201141,Timberwolves,Pistons,2012,107,0.434,0.763,0.429,23,38,101,0.533,0.714,0.4,22,41,1
4/6/13,21201142,Bucks,Raptors,2012,100,0.474,0.759,0.316,27,40,83,0.361,0.87,0.3,18,35,1
4/6/13,21201143,Spurs,Hawks,2012,99,0.45,0.828,0.2,24,49,97,0.422,0.88,0.417,23,38,1
4/6/13,21201144,Nuggets,Rockets,2012,132,0.545,0.619,0.44,40,46,114,0.47,0.688,0.412,30,41,1
4/5/13,21201127,Celtics,Cavaliers,2012,91,0.404,0.591,0.273,23,42,97,0.404,0.846,0.231,16,58,0
4/5/13,21201128,Knicks,Bucks,2012,101,0.461,0.875,0.333,17,50,83,0.382,0.722,0.4,16,40,1
4/5/13,21201129,Hawks,76ers,2012,90,0.466,0.63,0.294,23,41,101,0.463,0.75,0.563,24,48,0
4/5/13,21201126,Hornets,Heat,2012,79,0.318,0.909,0.188,13,46,89,0.449,0.824,0.394,26,41,0
4/5/13,21201130,Pacers,Thunder,2012,75,0.375,0.792,0.095,13,31,97,0.474,0.826,0.333,18,53,0
4/5/13,21201131,Bulls,Magic,2012,87,0.402,0.929,0.4,19,37,86,0.425,0.824,0.4,18,45,1
4/5/13,21201132,Timberwolves,Raptors,2012,93,0.448,0.75,0.2,23,40,95,0.471,0.688,0.267,18,40,0
4/5/13,21201133,Jazz,Pelicans,2012,95,0.506,0.545,0.423,28,35,83,0.416,0.85,0.167,13,40,1
4/5/13,21201134,Suns,Warriors,2012,107,0.611,0.824,0.357,19,36,111,0.512,0.875,0.563,26,30,0
4/5/13,21201135,Kings,Mavericks,2012,108,0.448,0.774,0.231,20,45,117,0.511,1,0.3,30,43,0
4/5/13,21201136,Trail Blazers,Rockets,2012,98,0.418,0.833,0.1,23,44,116,0.513,0.743,0.429,24,44,0
4/5/13,21201137,Lakers,Grizzlies,2012,86,0.459,0.722,0.25,22,43,84,0.442,0.714,0.214,24,36,1
4/4/13,21201123,Nets,Bulls,2012,90,0.443,0.767,0.385,17,30,92,0.463,0.632,0.364,21,46,0
4/4/13,21201124,Nuggets,Mavericks,2012,95,0.393,0.633,0.353,22,50,94,0.466,0.8,0.222,26,41,1
4/4/13,21201125,Thunder,Spurs,2012,100,0.463,0.923,0.5,21,47,88,0.398,0.824,0.381,21,44,1
4/3/13,21201111,Raptors,Wizards,2012,88,0.455,0.75,0.125,21,44,78,0.325,0.724,0.263,14,41,1
4/3/13,21201112,Hornets,76ers,2012,88,0.432,0.875,0.286,22,50,83,0.351,0.813,0.25,16,47,1
4/3/13,21201113,Hawks,Knicks,2012,82,0.485,0.474,0.346,22,35,95,0.519,0.667,0.318,16,38,0
4/3/13,21201114,Cavaliers,Nets,2012,95,0.382,0.885,0.286,18,36,113,0.566,0.773,0.476,31,44,0
4/3/13,21201115,Celtics,Pistons,2012,98,0.507,0.864,0.35,20,34,93,0.366,0.7,0.167,20,52,1
4/3/13,21201116,Bucks,Timberwolves,2012,98,0.438,0.667,0.348,19,45,107,0.524,0.688,0.615,33,42,0
4/3/13,21201117,Spurs,Magic,2012,98,0.444,0.615,0.345,26,53,84,0.389,0.889,0.353,24,47,1
4/3/13,21201118,Jazz,Nuggets,2012,96,0.464,0.667,0.3,25,33,113,0.562,0.75,0.389,22,42,0
4/3/13,21201119,Kings,Rockets,2012,102,0.391,0.824,0.286,19,40,112,0.488,0.857,0.333,32,47,0
4/3/13,21201120,Trail Blazers,Grizzlies,2012,76,0.413,0.6,0.138,21,30,94,0.507,0.786,0.333,27,37,0
4/3/13,21201121,Clippers,Suns,2012,126,0.559,0.722,0.429,39,37,101,0.455,0.96,0.412,23,41,1
4/3/13,21201122,Warriors,Pelicans,2012,98,0.462,0.864,0.368,25,47,88,0.398,0.783,0.267,21,39,1
4/2/13,21201108,Wizards,Bulls,2012,90,0.423,0.692,0.462,22,51,86,0.393,0.688,0.217,21,45,1
4/2/13,21201109,Heat,Knicks,2012,90,0.5,0.815,0.4,18,32,102,0.521,0.7,0.519,17,24,0
4/2/13,21201110,Lakers,Mavericks,2012,101,0.444,0.636,0.333,23,57,81,0.42,0.5,0.368,23,37,1
4/1/13,21201100,Raptors,Pistons,2012,98,0.506,0.8,0.381,24,29,108,0.558,0.714,0.467,24,29,0
4/1/13,21201101,Hawks,Cavaliers,2012,102,0.457,0.731,0.3,26,37,94,0.506,0.6,0.25,29,44,1
4/1/13,21201102,Bucks,Hornets,2012,131,0.51,0.882,0.519,32,45,102,0.507,0.786,0.316,18,32,1
4/1/13,21201103,Grizzlies,Spurs,2012,92,0.456,0.75,0.286,15,40,90,0.48,0.909,0.348,21,40,1
4/1/13,21201104,Rockets,Magic,2012,111,0.449,0.636,0.31,27,54,103,0.419,0.905,0.4,22,48,1
4/1/13,21201105,Timberwolves,Celtics,2012,110,0.482,0.926,0.278,30,31,100,0.519,0.643,0.438,25,37,1
4/1/13,21201106,Jazz,Trail Blazers,2012,112,0.542,0.722,0.409,26,32,102,0.582,0.647,0.565,25,30,1
4/1/13,21201107,Clippers,Pacers,2012,106,0.488,0.885,0.313,24,36,109,0.549,0.75,0.435,29,35,0
3/31/13,21201095,Wizards,Raptors,2012,109,0.482,0.643,0.529,24,48,92,0.395,0.808,0.368,21,45,1
3/31/13,21201096,Pelicans,Cavaliers,2012,112,0.541,0.69,0.571,23,45,92,0.463,0.75,0.389,20,31,1
3/31/13,21201097,Bulls,Pistons,2012,95,0.395,0.675,0.348,19,37,94,0.5,0.682,0.438,22,45,1
3/31/13,21201098,Spurs,Heat,2012,86,0.443,0.563,0.292,26,49,88,0.465,0.667,0.429,23,33,0
3/31/13,21201099,Knicks,Celtics,2012,108,0.486,0.774,0.519,23,41,89,0.432,0.783,0.28,12,37,1
3/30/13,21201085,Mavericks,Bulls,2012,100,0.506,0.778,0.333,24,39,98,0.475,0.556,0.571,24,39,1
3/30/13,21201086,Hawks,Magic,2012,97,0.436,0.742,0.286,18,44,88,0.391,0.593,0.308,12,53,1
3/30/13,21201087,76ers,Hornets,2012,100,0.521,0.704,0.313,28,33,92,0.5,0.609,0.25,22,35,1
3/30/13,21201088,Rockets,Clippers,2012,98,0.438,0.704,0.375,17,48,81,0.397,0.857,0.318,15,38,1
3/30/13,21201089,Timberwolves,Grizzlies,2012,86,0.433,0.676,0.313,19,35,99,0.507,0.704,0.6,25,35,0
3/30/13,21201090,Bucks,Thunder,2012,99,0.378,0.867,0.414,24,45,109,0.533,0.781,0.25,24,48,0
3/30/13,21201091,Jazz,Nets,2012,116,0.556,0.667,0.588,27,35,107,0.519,0.789,0.348,25,43,1
3/30/13,21201092,Suns,Pacers,2012,104,0.488,0.947,0.5,30,35,112,0.463,0.739,0.267,18,45,0
3/30/13,21201093,Kings,Lakers,2012,98,0.453,0.813,0.292,19,44,103,0.463,0.654,0.333,28,42,0
3/30/13,21201094,Warriors,Trail Blazers,2012,125,0.54,0.815,0.45,22,52,98,0.384,0.828,0.348,23,38,1
3/29/13,21201074,Magic,Wizards,2012,97,0.43,0.818,0.333,23,41,92,0.37,0.875,0.2,15,55,1
3/29/13,21201075,Celtics,Hawks,2012,118,0.542,0.81,0.478,25,37,107,0.455,0.792,0.4,28,40,1
3/29/13,21201076,Knicks,Hornets,2012,111,0.494,0.867,0.474,14,37,102,0.466,0.774,0.385,18,34,1
3/29/13,21201077,Pistons,Raptors,2012,82,0.408,0.652,0.278,25,34,99,0.537,0.778,0.308,25,42,0
3/29/13,21201078,Cavaliers,76ers,2012,87,0.43,0.6,0.222,24,40,97,0.488,0.6,0.389,26,43,0
3/29/13,21201079,Grizzlies,Rockets,2012,103,0.506,0.905,0.364,24,42,94,0.42,0.81,0.333,19,35,1
3/29/13,21201080,Pelicans,Heat,2012,89,0.459,0.889,0.278,19,34,108,0.609,0.625,0.519,30,27,0
3/29/13,21201081,Timberwolves,Thunder,2012,101,0.446,0.815,0.333,20,46,93,0.456,0.8,0.313,16,41,1
3/29/13,21201082,Spurs,Clippers,2012,104,0.527,0.952,0.4,29,32,102,0.506,0.571,0.421,26,38,1
3/29/13,21201083,Nuggets,Nets,2012,109,0.568,0.677,0.286,23,33,87,0.405,0.5,0.25,18,49,1
3/29/13,21201084,Trail Blazers,Jazz,2012,95,0.493,0.719,0.462,22,35,105,0.5,0.833,0.211,25,42,0
3/28/13,21201071,Bucks,Lakers,2012,113,0.484,0.727,0.368,22,43,103,0.442,0.769,0.25,19,40,1
3/28/13,21201072,Mavericks,Pacers,2012,78,0.386,0.714,0.286,18,34,103,0.476,0.615,0.467,22,55,0
3/28/13,21201073,Suns,Kings,2012,103,0.447,0.522,0.35,29,37,117,0.53,0.917,0.389,21,50,0
3/27/13,21201057,Raptors,Hawks,2012,88,0.449,0.7,0.235,20,42,107,0.494,0.85,0.476,27,40,0
3/27/13,21201058,76ers,Bucks,2012,100,0.472,0.889,0.5,28,48,92,0.416,0.923,0.25,18,44,1
3/27/13,21201059,Hornets,Magic,2012,114,0.518,0.714,0.3,26,43,108,0.524,0.722,0.368,33,34,1
3/27/13,21201060,Cavaliers,Celtics,2012,92,0.442,0.643,0.412,26,46,93,0.447,0.714,0.357,27,37,0
3/27/13,21201061,Knicks,Grizzlies,2012,108,0.514,0.864,0.419,18,31,101,0.471,0.829,0.286,14,34,1
3/27/13,21201062,Bulls,Heat,2012,101,0.471,0.722,0.364,27,43,97,0.481,0.696,0.35,15,31,1
3/27/13,21201063,Pelicans,Clippers,2012,91,0.493,0.708,0.286,19,35,105,0.466,0.857,0.448,18,35,0
3/27/13,21201064,Rockets,Pacers,2012,91,0.386,0.808,0.286,18,42,100,0.449,0.857,0.333,20,45,0
3/27/13,21201065,Thunder,Wizards,2012,103,0.46,0.902,0.571,20,41,80,0.321,0.724,0.25,17,43,1
3/27/13,21201066,Timberwolves,Lakers,2012,117,0.464,0.733,0.294,23,45,120,0.537,0.579,0.455,27,44,0
3/27/13,21201067,Spurs,Nuggets,2012,100,0.461,0.741,0.667,20,38,99,0.477,0.882,0,26,41,1
3/27/13,21201068,Jazz,Suns,2012,103,0.518,0.692,0.4,30,46,88,0.447,0.737,0.375,27,36,1
3/27/13,21201069,Warriors,Kings,2012,98,0.456,0.846,0.208,30,41,105,0.456,0.571,0.393,24,45,0
3/27/13,21201070,Trail Blazers,Nets,2012,93,0.439,0.619,0.444,22,40,111,0.484,0.56,0.25,24,54,0
3/26/13,21201054,Celtics,Knicks,2012,85,0.449,0.773,0.3,20,40,100,0.433,0.778,0.286,11,41,0
3/26/13,21201055,Pistons,Timberwolves,2012,82,0.405,0.846,0.35,18,37,105,0.532,0.875,0.538,26,41,0
3/26/13,21201056,Mavericks,Clippers,2012,109,0.488,0.852,0.261,23,42,102,0.447,0.64,0.303,19,44,1
3/25/13,21201048,Wizards,Grizzlies,2012,107,0.5,0.682,0.385,17,42,94,0.442,0.909,0.375,17,43,1
3/25/13,21201049,Magic,Heat,2012,94,0.43,0.611,0.375,25,43,108,0.474,0.655,0.536,31,44,0
3/25/13,21201050,Pacers,Hawks,2012,100,0.476,0.8,0.348,18,49,94,0.45,0.6,0.333,18,38,1
3/25/13,21201051,Pelicans,Nuggets,2012,110,0.482,0.933,0.56,30,45,86,0.379,0.795,0.313,14,32,1
3/25/13,21201052,Jazz,76ers,2012,107,0.488,0.857,0.5,22,46,91,0.386,0.821,0.286,9,38,1
3/25/13,21201053,Warriors,Lakers,2012,109,0.478,0.684,0.435,22,48,103,0.396,0.694,0.231,17,51,1
3/24/13,21201040,Bucks,Hawks,2012,99,0.457,0.556,0.238,26,50,104,0.5,0.762,0.385,28,37,0
3/24/13,21201041,Heat,Hornets,2012,109,0.5,0.87,0.433,28,48,77,0.337,0.667,0.2,9,45,1
3/24/13,21201042,Rockets,Spurs,2012,96,0.4,0.852,0.346,19,44,95,0.423,0.905,0.455,19,38,1
3/24/13,21201043,Thunder,Trail Blazers,2012,103,0.524,0.722,0.364,23,43,83,0.405,0.692,0.385,22,34,1
3/24/13,21201044,Timberwolves,Bulls,2012,97,0.5,0.684,0.5,27,32,104,0.461,0.706,0.385,25,52,0
3/24/13,21201045,Mavericks,Jazz,2012,113,0.543,0.848,0.5,23,34,108,0.512,0.81,0.412,23,38,1
3/24/13,21201046,Suns,Nets,2012,100,0.414,0.706,0.286,22,48,102,0.461,0.903,0.286,19,44,0
3/24/13,21201047,Kings,76ers,2012,103,0.494,0.833,0.375,18,37,117,0.49,0.714,0.381,31,48,0
3/23/13,21201033,Hornets,Pistons,2012,91,0.427,0.92,0.235,14,41,92,0.456,0.714,0.385,31,40,0
3/23/13,21201034,Knicks,Raptors,2012,110,0.519,0.913,0.368,20,44,84,0.447,0.667,0.174,13,35,1
3/23/13,21201035,Bulls,Pacers,2012,87,0.432,0.636,0.273,21,46,84,0.385,0.792,0.357,13,43,1
3/23/13,21201036,Grizzlies,Celtics,2012,110,0.457,0.833,0.364,26,44,106,0.514,0.75,0.45,19,37,1
3/23/13,21201037,Nuggets,Kings,2012,101,0.435,0.719,0.286,25,46,95,0.453,0.529,0.286,24,36,1
3/23/13,21201038,Clippers,Nets,2012,101,0.468,0.75,0.346,19,41,95,0.459,0.75,0.36,27,33,1
3/23/13,21201039,Warriors,Wizards,2012,101,0.493,0.773,0.5,25,42,92,0.409,0.813,0.412,20,38,1
3/22/13,21201022,Raptors,Knicks,2012,94,0.456,0.786,0.344,19,33,99,0.535,0.542,0.455,16,40,0
3/22/13,21201023,Magic,Thunder,2012,89,0.413,0.8,0.313,20,44,97,0.425,0.727,0.238,17,49,0
3/22/13,21201024,Pacers,Bucks,2012,102,0.481,0.767,0.25,23,56,78,0.307,0.591,0.158,17,52,1
3/22/13,21201025,Hawks,Trail Blazers,2012,93,0.446,0.75,0.292,27,41,104,0.471,0.75,0.556,22,48,0
3/22/13,21201026,Heat,Pistons,2012,103,0.559,0.731,0.533,21,33,89,0.41,0.778,0.318,21,47,1
3/22/13,21201027,Pelicans,Grizzlies,2012,90,0.474,0.778,0.286,19,49,83,0.411,0.8,0.3,14,33,1
3/22/13,21201028,Rockets,Cavaliers,2012,116,0.571,0.667,0.345,26,54,78,0.36,0.8,0.2,14,32,1
3/22/13,21201029,Mavericks,Celtics,2012,104,0.463,0.786,0.316,26,48,94,0.416,0.926,0.294,19,38,1
3/22/13,21201030,Spurs,Jazz,2012,104,0.464,0.75,0.4,23,46,97,0.427,0.583,0.471,23,48,1
3/22/13,21201031,Suns,Timberwolves,2012,86,0.379,0.476,0.182,24,48,117,0.532,0.775,0.167,28,50,0
3/22/13,21201032,Lakers,Wizards,2012,100,0.481,0.647,0.478,27,48,103,0.46,0.75,0.423,28,39,0
3/21/13,21201019,Bulls,Trail Blazers,2012,89,0.438,0.636,0.286,30,41,99,0.488,0.7,0.476,19,45,0
3/21/13,21201020,Nuggets,76ers,2012,101,0.487,0.741,0.636,18,34,100,0.551,0.636,0.389,27,34,1
3/21/13,21201021,Kings,Timberwolves,2012,101,0.533,0.833,0.333,21,40,98,0.418,0.833,0.053,27,45,1
3/20/13,21201008,Hornets,Raptors,2012,107,0.467,0.725,0.5,21,42,101,0.422,1,0.227,18,45,1
3/20/13,21201009,Cavaliers,Heat,2012,95,0.457,0.824,0.333,20,42,98,0.444,0.733,0.414,21,34,0
3/20/13,21201010,Knicks,Magic,2012,106,0.526,0.688,0.441,20,34,94,0.481,0.722,0.294,18,42,1
3/20/13,21201011,Hawks,Bucks,2012,98,0.481,0.824,0.444,26,47,90,0.374,0.727,0.421,20,46,1
3/20/13,21201012,Grizzlies,Thunder,2012,90,0.36,0.833,0.4,11,54,89,0.357,0.844,0.111,9,46,1
3/20/13,21201013,Pelicans,Celtics,2012,87,0.437,0.769,0.313,20,45,86,0.458,0.941,0.286,20,28,1
3/20/13,21201014,Rockets,Jazz,2012,100,0.447,0.813,0.261,15,44,93,0.456,0.8,0.294,19,36,1
3/20/13,21201015,Mavericks,Nets,2012,96,0.5,0.6,0.368,19,34,113,0.506,0.762,0.333,21,45,0
3/20/13,21201016,Spurs,Warriors,2012,104,0.482,0.933,0.308,27,38,93,0.44,0.867,0.5,16,39,1
3/20/13,21201017,Suns,Wizards,2012,79,0.337,0.909,0.2,17,40,88,0.485,0.64,0.4,22,41,0
3/20/13,21201018,Clippers,76ers,2012,101,0.526,0.684,0.3,24,44,72,0.367,0.8,0.3,22,37,1
3/19/13,21201004,Pacers,Magic,2012,95,0.391,0.875,0.261,18,63,73,0.318,0.667,0.2,12,42,1
3/19/13,21201005,Bucks,Trail Blazers,2012,102,0.483,0.692,0.474,29,43,95,0.434,0.769,0.5,24,40,1
3/19/13,21201006,Thunder,Nuggets,2012,104,0.435,0.839,0.16,21,45,114,0.448,0.828,0.19,23,52,0
3/19/13,21201007,Kings,Clippers,2012,116,0.507,0.824,0.5,25,37,101,0.45,0.769,0.346,30,37,1
3/18/13,21200993,76ers,Trail Blazers,2012,101,0.5,0.769,0.313,31,43,100,0.422,0.857,0.429,26,46,1
3/18/13,21200994,Hornets,Wizards,2012,119,0.532,0.788,0.409,32,31,114,0.531,0.759,0.4,27,41,1
3/18/13,21200995,Cavaliers,Pacers,2012,90,0.38,0.667,0.25,21,45,111,0.443,0.862,0.364,29,57,0
3/18/13,21200996,Hawks,Mavericks,2012,113,0.56,0.724,0.381,26,31,127,0.573,0.857,0.591,33,39,0
3/18/13,21200997,Pistons,Nets,2012,82,0.436,0.867,0.056,20,33,119,0.542,0.87,0.429,21,41,0
3/18/13,21200998,Celtics,Heat,2012,103,0.542,0.625,0.476,24,33,105,0.494,0.667,0.35,25,39,0
3/18/13,21200999,Bulls,Nuggets,2012,118,0.49,0.842,0.381,29,42,119,0.46,0.741,0.35,26,53,0
3/18/13,21201000,Grizzlies,Timberwolves,2012,92,0.488,0.636,0.313,19,49,77,0.337,0.722,0.25,14,45,1
3/18/13,21201001,Pelicans,Warriors,2012,72,0.337,1,0.176,17,41,93,0.5,0.867,0.526,21,44,0
3/18/13,21201002,Suns,Lakers,2012,99,0.483,0.467,0.4,21,55,76,0.333,0.813,0.227,15,45,1
3/18/13,21201003,Jazz,Knicks,2012,83,0.382,0.667,0.474,17,46,90,0.464,0.72,0.348,18,34,0
3/17/13,21200985,Raptors,Heat,2012,91,0.415,0.917,0.1,15,51,108,0.582,0.69,0.455,31,26,0
3/17/13,21200986,Bucks,Magic,2012,115,0.444,0.885,0.444,25,46,109,0.505,0.667,0.238,21,44,1
3/17/13,21200987,Clippers,Knicks,2012,93,0.453,0.548,0.286,20,51,80,0.358,0.714,0.462,21,39,1
3/17/13,21200988,Rockets,Warriors,2012,78,0.326,0.813,0.257,16,48,108,0.458,0.778,0.5,27,50,0
3/17/13,21200989,Timberwolves,Pelicans,2012,97,0.563,0.741,0.333,18,27,95,0.459,0.75,0.385,20,41,1
3/17/13,21200990,Mavericks,Thunder,2012,101,0.458,1,0.429,18,34,107,0.488,0.8,0.238,17,46,0
3/17/13,21200991,Nets,Hawks,2012,93,0.419,0.813,0.348,17,50,105,0.524,0.692,0.381,30,38,0
3/17/13,21200992,Lakers,Kings,2012,113,0.569,0.655,0.429,28,43,102,0.438,1,0.323,21,33,1
3/16/13,21200979,Wizards,Suns,2012,127,0.516,0.85,0.667,30,42,105,0.477,0.75,0.286,19,48,1
3/16/13,21200980,Celtics,Hornets,2012,105,0.519,0.65,0.667,28,42,88,0.447,0.619,0.35,23,35,1
3/16/13,21200981,76ers,Pacers,2012,98,0.494,0.737,0.462,28,41,91,0.386,0.81,0.375,25,47,1
3/16/13,21200982,Spurs,Cavaliers,2012,119,0.577,0.793,0.353,32,43,113,0.506,0.645,0.467,22,29,1
3/16/13,21200983,Jazz,Grizzlies,2012,90,0.437,0.742,0.313,18,38,84,0.429,0.636,0.333,14,42,1
3/16/13,21200984,Trail Blazers,Pistons,2012,112,0.477,0.958,0.368,25,45,101,0.526,0.667,0.294,19,33,1
3/15/13,21200969,Raptors,Hornets,2012,92,0.485,0.852,0.3,16,46,78,0.325,0.69,0.273,14,36,1
3/15/13,21200970,Wizards,Pelicans,2012,96,0.5,0.789,0.45,23,39,87,0.438,0.737,0.158,15,40,1
3/15/13,21200971,Pacers,Lakers,2012,93,0.374,0.778,0.444,17,54,99,0.423,0.667,0.5,27,48,0
3/15/13,21200972,Hawks,Suns,2012,107,0.488,0.813,0.522,27,41,94,0.443,0.677,0.158,20,46,1
3/15/13,21200973,Rockets,Timberwolves,2012,108,0.486,0.806,0.355,25,44,100,0.481,0.8,0.25,25,36,1
3/15/13,21200974,Thunder,Magic,2012,117,0.553,0.674,0.308,21,52,104,0.435,0.81,0.259,12,33,1
3/15/13,21200975,Bucks,Heat,2012,94,0.371,0.905,0.36,18,48,107,0.519,0.818,0.467,24,41,0
3/15/13,21200976,Mavericks,Cavaliers,2012,96,0.5,0.636,0.333,25,46,86,0.436,0.611,0.438,18,39,1
3/15/13,21200977,Nuggets,Grizzlies,2012,87,0.455,0.727,0.083,18,42,80,0.353,0.842,0.333,16,47,1
3/15/13,21200978,Warriors,Bulls,2012,95,0.447,0.8,0.214,16,34,113,0.518,0.864,0.5,28,43,0
3/14/13,21200967,Spurs,Mavericks,2012,92,0.44,0.765,0.385,31,49,91,0.446,0.9,0.421,21,35,1
3/14/13,21200968,Trail Blazers,Knicks,2012,105,0.513,0.714,0.357,24,44,90,0.439,0.647,0.28,20,40,1
3/13/13,21200956,76ers,Heat,2012,94,0.471,0.583,0.389,29,40,98,0.467,0.852,0.25,25,39,0
3/13/13,21200957,Wizards,Bucks,2012,106,0.5,0.5,0.5,25,48,93,0.459,0.75,0.333,23,44,1
3/13/13,21200958,Pacers,Timberwolves,2012,107,0.5,0.615,0.36,22,49,91,0.438,0.833,0.316,19,36,1
3/13/13,21200959,Celtics,Raptors,2012,112,0.513,0.8,0.4,29,40,88,0.43,0.895,0.231,17,34,1
3/13/13,21200960,Hawks,Lakers,2012,96,0.468,0.667,0.364,22,52,92,0.391,0.75,0.276,17,45,1
3/13/13,21200961,Rockets,Suns,2012,111,0.513,0.767,0.476,26,46,81,0.42,0.7,0.286,20,29,1
3/13/13,21200962,Thunder,Jazz,2012,110,0.536,0.879,0.438,20,48,87,0.35,0.788,0.333,21,35,1
3/13/13,21200963,Kings,Bulls,2012,121,0.542,0.846,0.391,17,40,79,0.386,0.867,0.095,19,39,1
3/13/13,21200964,Nuggets,Knicks,2012,117,0.488,0.703,0.429,22,53,94,0.43,0.682,0.393,22,33,1
3/13/13,21200965,Clippers,Grizzlies,2012,85,0.431,0.944,0.231,22,34,96,0.544,0.762,0.5,20,31,0
3/13/13,21200966,Warriors,Pistons,2012,105,0.569,0.6,0.444,27,42,97,0.449,0.857,0.294,26,38,1
3/12/13,21200948,Hornets,Celtics,2012,100,0.455,0.8,0.353,20,48,74,0.409,0.64,0.308,15,29,1
3/12/13,21200949,Magic,Lakers,2012,97,0.398,0.765,0.313,18,44,106,0.466,0.617,0.36,20,41,0
3/12/13,21200950,Cavaliers,Wizards,2012,95,0.41,0.76,0.308,24,48,90,0.408,0.821,0.294,20,46,1
3/12/13,21200951,Nets,Pelicans,2012,108,0.5,0.742,0.313,17,42,98,0.513,0.867,0.313,23,31,1
3/12/13,21200952,Heat,Hawks,2012,98,0.427,0.733,0.3,27,45,81,0.423,0.714,0.227,19,43,1
3/12/13,21200953,Bucks,Mavericks,2012,108,0.483,0.824,0.381,30,42,115,0.5,0.815,0.379,23,41,0
3/12/13,21200954,Timberwolves,Spurs,2012,107,0.537,0.389,0.6,30,49,83,0.354,0.889,0.31,19,39,1
3/12/13,21200955,Trail Blazers,Grizzlies,2012,97,0.405,0.966,0.313,17,46,102,0.513,0.677,0.273,31,37,0
3/11/13,21200943,76ers,Nets,2012,106,0.526,0.667,0.533,31,35,97,0.494,0.688,0.316,28,40,1
3/11/13,21200944,Spurs,Thunder,2012,105,0.524,0.786,0.381,25,35,93,0.429,0.875,0.353,16,43,1
3/11/13,21200945,Jazz,Pistons,2012,103,0.519,0.867,0.375,26,47,90,0.425,0.833,0.35,14,30,1
3/11/13,21200946,Suns,Nuggets,2012,93,0.417,0.773,0.3,25,43,108,0.512,0.68,0.25,25,45,0
3/11/13,21200947,Warriors,Knicks,2012,92,0.41,0.708,0.55,16,59,63,0.274,0.643,0.185,12,42,1
3/10/13,21200934,Thunder,Celtics,2012,91,0.441,0.818,0.25,21,41,79,0.377,0.7,0.35,17,44,1
3/10/13,21200935,Lakers,Bulls,2012,90,0.453,0.5,0.192,21,50,81,0.371,0.917,0.25,17,46,1
3/10/13,21200936,Raptors,Cavaliers,2012,100,0.393,0.765,0.348,22,47,96,0.419,0.63,0.333,20,45,1
3/10/13,21200937,Magic,76ers,2012,99,0.494,0.714,0.444,28,41,91,0.465,0.6,0.417,26,38,1
3/10/13,21200938,Heat,Pacers,2012,105,0.559,0.71,0.5,20,28,91,0.413,0.853,0.37,14,33,1
3/10/13,21200939,Pelicans,Trail Blazers,2012,98,0.465,0.778,0.55,25,48,96,0.487,0.917,0.44,20,30,1
3/10/13,21200940,Timberwolves,Mavericks,2012,77,0.364,0.786,0.111,21,40,100,0.457,0.8,0.381,27,59,0
3/10/13,21200941,Kings,Bucks,2012,113,0.468,0.76,0.273,23,43,115,0.46,0.737,0.368,22,44,0
3/10/13,21200942,Clippers,Pistons,2012,129,0.625,0.6,0.5,37,35,97,0.469,0.619,0.478,25,28,1
3/9/13,21200927,Hawks,Nets,2012,80,0.416,0.688,0.278,20,44,93,0.434,0.682,0.261,20,43,0
3/9/13,21200928,Knicks,Jazz,2012,113,0.507,0.8,0.406,21,39,84,0.385,0.762,0.308,13,40,1
3/9/13,21200929,Wizards,Hornets,2012,104,0.5,0.75,0.556,23,45,87,0.405,0.783,0.333,19,32,1
3/9/13,21200930,Grizzlies,Pelicans,2012,96,0.469,0.8,0.308,21,43,85,0.43,0.882,0.167,17,42,1
3/9/13,21200931,Nuggets,Timberwolves,2012,111,0.538,0.818,0.529,23,43,88,0.417,0.684,0.278,23,40,1
3/9/13,21200932,Suns,Rockets,2012,107,0.451,0.641,0.444,18,47,105,0.43,0.667,0.463,22,39,1
3/9/13,21200933,Warriors,Bucks,2012,93,0.451,0.65,0.4,21,47,103,0.487,0.737,0.464,29,42,0
3/8/13,21200915,Hornets,Thunder,2012,94,0.412,0.68,0.304,25,37,116,0.568,0.75,0.5,28,49,0
